Source,source name,source type,mapping type,Target,target name,target type,mapping description
M1054,Software Configuration,mitigation,mitigates,T1566.001,Spearphishing Attachment,technique,Use anti-spoofing and email authentication mechanisms to filter messages based on validity checks of the sender domain (using SPF) and integrity of messages (using DKIM). Enabling these mechanisms within an organization (through policies such as DMARC) may enable recipients (intra-org and cross domain) to perform similar message filtering and validation.(Citation: Microsoft Anti Spoofing)(Citation: ACSC Email Spoofing)
M1054,Software Configuration,mitigation,mitigates,T1566.002,Spearphishing Link,technique,Use anti-spoofing and email authentication mechanisms to filter messages based on validity checks of the sender domain (using SPF) and integrity of messages (using DKIM). Enabling these mechanisms within an organization (through policies such as DMARC) may enable recipients (intra-org and cross domain) to perform similar message filtering and validation.(Citation: Microsoft Anti Spoofing)(Citation: ACSC Email Spoofing)
M1054,Software Configuration,mitigation,mitigates,T1598.003,Spearphishing Link,technique,Use anti-spoofing and email authentication mechanisms to filter messages based on validity checks of the sender domain (using SPF) and integrity of messages (using DKIM). Enabling these mechanisms within an organization (through policies such as DMARC) may enable recipients (intra-org and cross domain) to perform similar message filtering and validation.(Citation: Microsoft Anti Spoofing)(Citation: ACSC Email Spoofing)
M1054,Software Configuration,mitigation,mitigates,T1539,Steal Web Session Cookie,technique,Configure browsers or tasks to regularly delete persistent cookies.
M1054,Software Configuration,mitigation,mitigates,T1553,Subvert Trust Controls,technique,HTTP Public Key Pinning (HPKP) is one method to mitigate potential [Adversary-in-the-Middle](https://attack.mitre.org/techniques/T1557) situations where and adversary uses a mis-issued or fraudulent certificate to intercept encrypted communications by enforcing use of an expected certificate. (Citation: Wikipedia HPKP)
M1054,Software Configuration,mitigation,mitigates,T1535,Unused/Unsupported Cloud Regions,technique,Cloud service providers may allow customers to deactivate unused regions.(Citation: CloudSploit - Unused AWS Regions)
M1054,Software Configuration,mitigation,mitigates,T1606.001,Web Cookies,technique,Configure browsers/applications to regularly delete persistent web cookies.
M1054,Software Configuration,mitigation,mitigates,T1550.004,Web Session Cookie,technique,Configure browsers or tasks to regularly delete persistent cookies.
M1019,Threat Intelligence Program,mitigation,mitigates,T1212,Exploitation for Credential Access,technique,Develop a robust cyber threat intelligence capability to determine what types and levels of threat may use software exploits and 0-days against a particular organization.
M1019,Threat Intelligence Program,mitigation,mitigates,T1211,Exploitation for Defense Evasion,technique,Develop a robust cyber threat intelligence capability to determine what types and levels of threat may use software exploits and 0-days against a particular organization.
M1019,Threat Intelligence Program,mitigation,mitigates,T1068,Exploitation for Privilege Escalation,technique,Develop a robust cyber threat intelligence capability to determine what types and levels of threat may use software exploits and 0-days against a particular organization.
M1019,Threat Intelligence Program,mitigation,mitigates,T1210,Exploitation of Remote Services,technique,Develop a robust cyber threat intelligence capability to determine what types and levels of threat may use software exploits and 0-days against a particular organization.
M1051,Update Software,mitigation,mitigates,T1546.010,AppInit DLLs,technique,Upgrade to Windows 8 or later and enable secure boot.
M1051,Update Software,mitigation,mitigates,T1546.011,Application Shimming,technique,"Microsoft released an optional patch update - KB3045645 - that will remove the ""auto-elevate"" flag within the sdbinst.exe. This will prevent use of application shimming to bypass UAC."
M1051,Update Software,mitigation,mitigates,T1176,Browser Extensions,technique,Ensure operating systems and browsers are using the most current version. 
M1051,Update Software,mitigation,mitigates,T1548.002,Bypass User Account Control,technique,Consider updating Windows to the latest version and patch level to utilize the latest protective measures against UAC bypass.(Citation: Github UACMe)
M1051,Update Software,mitigation,mitigates,T1542.002,Component Firmware,technique,Perform regular firmware updates to mitigate risks of exploitation and/or abuse.
M1051,Update Software,mitigation,mitigates,T1195.001,Compromise Software Dependencies and Development Tools,technique,"A patch management process should be implemented to check unused dependencies, unmaintained and/or previously vulnerable dependencies, unnecessary features, components, files, and documentation."
M1051,Update Software,mitigation,mitigates,T1195.002,Compromise Software Supply Chain,technique,"A patch management process should be implemented to check unused applications, unmaintained and/or previously vulnerable software, unnecessary features, components, files, and documentation."
M1051,Update Software,mitigation,mitigates,T1574.002,DLL Side-Loading,technique,Update software regularly to include patches that fix DLL side-loading vulnerabilities.
M1051,Update Software,mitigation,mitigates,T1602,Data from Configuration Repository,technique,Keep system images and software updated and migrate to SNMPv3.(Citation: Cisco Blog Legacy Device Attacks)
M1051,Update Software,mitigation,mitigates,T1189,Drive-by Compromise,technique,Ensure all browsers and plugins kept updated can help prevent the exploit phase of this technique. Use modern browsers with security features turned on.
M1051,Update Software,mitigation,mitigates,T1190,Exploit Public-Facing Application,technique,Update software regularly by employing patch management for externally exposed applications.
M1051,Update Software,mitigation,mitigates,T1212,Exploitation for Credential Access,technique,Update software regularly by employing patch management for internal enterprise endpoints and servers.
M1051,Update Software,mitigation,mitigates,T1211,Exploitation for Defense Evasion,technique,Update software regularly by employing patch management for internal enterprise endpoints and servers.
M1051,Update Software,mitigation,mitigates,T1068,Exploitation for Privilege Escalation,technique,Update software regularly by employing patch management for internal enterprise endpoints and servers.
